,tree_id,tree_dbh,health,steward,postcode,borough,cncldist,nta_name,nta,latitude,longitude
460716,682523,35,Good,,11358,Queens,19,Auburndale,QN48,40.75536919,-73.79283296
460717,684702,5,Good,1or2,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.62544392,-73.90938726
460718,668753,11,Fair,,11436,Queens,28,Baisley Park,QN76,40.6681614,-73.79674386
460719,643224,3,Good,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75896396,-73.72825332
460810,683114,9,Good,,11223,Brooklyn,47,Bensonhurst East,BK29,40.5999306,-73.97625215
460811,666195,18,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.77097696,-73.77715782
460812,686126,43,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71609454,-73.79392895
460813,689159,8,Good,,11236,Brooklyn,42,Rugby-Remsen Village,BK96,40.65055678,-73.91734372
460814,683518,9,Good,,11357,Queens,19,Whitestone,QN49,40.7857826,-73.81727704
460815,681201,28,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72837799,-73.82682475
460816,681212,34,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72881027,-73.82507934
460836,680452,42,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72491835,-73.81960631
460838,682524,23,Good,,11358,Queens,19,Auburndale,QN48,40.75530041,-73.79282338
460839,670606,3,Good,1or2,11357,Queens,19,Whitestone,QN49,40.78512441,-73.82693694
461323,649958,7,Good,,11355,Queens,20,East Flushing,QN52,40.75052259,-73.81477664
461324,662492,29,Good,,11358,Queens,19,Murray Hill,QN51,40.7667933,-73.80587232
461325,665868,18,Poor,,11102,Queens,22,Old Astoria,QN71,40.7716621,-73.93415436
461326,679540,21,Good,,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.6878588,-73.92925299
461329,671248,12,Fair,,10314,Staten Island,50,New Springville-Bloomfield-Travis,SI05,40.60800971,-74.15281279
461330,684109,11,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.75364303,-73.76135115
461551,666309,4,Good,4orMore,11221,Brooklyn,37,Bushwick South,BK78,40.69597362,-73.91928362
461552,662680,22,Good,,11357,Queens,19,Murray Hill,QN51,40.77525922,-73.80008707
461553,664618,22,Fair,,11379,Queens,30,Middle Village,QN21,40.71962651,-73.88694699
461554,666007,15,Good,,11433,Queens,27,South Jamaica,QN01,40.69660114,-73.78045667
461555,666056,22,Fair,,11368,Queens,21,North Corona,QN26,40.75710448,-73.85571663
461675,681198,33,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72820655,-73.82727554
461676,665922,17,Good,,11433,Queens,27,South Jamaica,QN01,40.69594931,-73.78012454
461677,665924,32,Good,,11433,Queens,27,South Jamaica,QN01,40.69617629,-73.78029023
461678,659289,21,Good,,11358,Queens,19,Auburndale,QN48,40.76034779,-73.78801017
461680,659623,23,Fair,,11358,Queens,19,Auburndale,QN48,40.76100715,-73.78514581
461681,689171,18,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73082679,-73.75139199
461682,684659,13,Good,1or2,11427,Queens,23,Oakland Gardens,QN42,40.73208631,-73.74846606
461683,661042,8,Fair,,11363,Queens,19,Douglas Manor-Douglaston-Little Neck,QN45,40.76862744,-73.74674007
461684,680113,24,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72827463,-73.82242684
461685,665873,18,Good,,11102,Queens,22,Old Astoria,QN71,40.77198474,-73.93389424
461705,675040,19,Good,,11213,Brooklyn,36,Crown Heights North,BK61,40.67148063,-73.93211387
461706,659428,32,Good,,11358,Queens,19,Auburndale,QN48,40.76430007,-73.78981737
461707,659545,28,Good,,11358,Queens,19,Murray Hill,QN51,40.75935086,-73.79153156
461708,687458,22,Good,,11219,Brooklyn,43,Dyker Heights,BK30,40.62928901,-74.01174937
461710,674172,36,Fair,,11420,Queens,28,South Ozone Park,QN55,40.664206,-73.81504329
461711,680637,11,Good,1or2,11210,Brooklyn,45,Midwood,BK43,40.61580824,-73.947648
461712,663826,22,Fair,,11385,Queens,30,Glendale,QN19,40.70344038,-73.85510207
461713,670645,8,Good,,11354,Queens,19,College Point,QN23,40.77330033,-73.837268
461746,666136,6,Fair,,11435,Queens,24,Jamaica,QN61,40.7018268,-73.80753526
461747,666134,21,Good,1or2,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76965861,-73.77930693
461748,687460,11,Good,,11219,Brooklyn,43,Dyker Heights,BK30,40.62942947,-74.01198159
461750,648554,41,Good,,11364,Queens,23,Oakland Gardens,QN42,40.73886302,-73.76448868
461751,682046,11,Fair,,11435,Queens,24,Jamaica,QN61,40.70483241,-73.80579226
461752,684643,46,Good,,11355,Queens,20,East Flushing,QN52,40.75582695,-73.81305856
461819,659521,12,Fair,,11358,Queens,19,Auburndale,QN48,40.76532445,-73.78927187
461832,670646,7,Fair,,11354,Queens,19,College Point,QN23,40.77337932,-73.83730961
461833,687457,11,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71110464,-73.80908088
461834,684614,47,Good,,11355,Queens,20,East Flushing,QN52,40.74942109,-73.81575828
461835,684414,17,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77483307,-73.79804894
461837,665948,18,Good,,11433,Queens,27,South Jamaica,QN01,40.69565112,-73.78098015
461838,659546,28,Good,,11358,Queens,19,Murray Hill,QN51,40.75936896,-73.79149965
461840,668437,9,Good,,11228,Brooklyn,43,Bensonhurst West,BK28,40.6141769,-74.00937188
461841,659514,20,Fair,,11358,Queens,19,Auburndale,QN48,40.7645882,-73.78876567
461858,687319,36,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.70928798,-73.8096636
461874,673047,7,Poor,,11378,Queens,30,Maspeth,QN30,40.72658525,-73.90321125
461875,679538,16,Good,,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.68779751,-73.92978783
461876,680231,26,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72803148,-73.82211681
461878,634007,24,Good,,11370,Queens,22,Jackson Heights,QN28,40.76592068,-73.88908084
461879,689502,6,Fair,,11207,Brooklyn,37,Bushwick North,BK77,40.68936862,-73.90468405
461881,659516,19,Fair,,11358,Queens,19,Auburndale,QN48,40.76478426,-73.78890842
461882,687728,2,Good,,11378,Queens,30,Maspeth,QN30,40.72658918,-73.89035358
462223,682358,12,Good,3or4,11233,Brooklyn,36,Crown Heights North,BK61,40.68115057,-73.92988525
462226,682461,26,Good,,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.742328,-73.77543976
462227,680204,27,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72383824,-73.81817144
462228,659629,35,Good,,11358,Queens,19,Auburndale,QN48,40.76020587,-73.7847816
462232,670644,8,Fair,,11354,Queens,19,College Point,QN23,40.77314744,-73.83718747
462337,687456,22,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71103963,-73.80906482
462339,689314,16,Good,,11236,Brooklyn,45,Rugby-Remsen Village,BK96,40.64829562,-73.91988493
462340,676159,26,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61390823,-73.93111929
462341,668754,12,Good,,11436,Queens,28,Baisley Park,QN76,40.66825608,-73.79602043
462342,662173,12,Good,,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67396639,-74.00562945
462343,687591,26,Good,,11355,Queens,20,Murray Hill,QN51,40.76011962,-73.81623506
462344,680304,33,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72372757,-73.81890911
462345,679904,20,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7280883,-73.82450509
462457,683322,22,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.74761803,-73.76850261
462458,665921,24,Good,,11433,Queens,27,South Jamaica,QN01,40.69582551,-73.78003417
462459,666140,37,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76977319,-73.77973993
462460,659473,36,Good,,11358,Queens,19,Murray Hill,QN51,40.7584043,-73.79136625
462461,687681,18,Good,,11385,Queens,30,Glendale,QN19,40.69618889,-73.89223536
462462,648560,38,Good,,11364,Queens,23,Oakland Gardens,QN42,40.73896672,-73.76407996
462464,681380,4,Good,,11210,Brooklyn,45,Flatlands,BK58,40.6248094,-73.93979809
462466,650113,20,Good,,11421,Queens,30,Woodhaven,QN53,40.7001392,-73.85370165
462467,662764,40,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77598839,-73.80020171
462468,680846,19,Good,,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.68570249,-73.93499241
462469,666155,13,Good,,11435,Queens,24,Jamaica,QN61,40.70301635,-73.80792088
462485,668446,14,Good,,11228,Brooklyn,43,Bensonhurst West,BK28,40.6135474,-74.00832978
462486,691929,26,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71428401,-73.81425212
462487,692244,11,Good,1or2,11236,Brooklyn,46,Canarsie,BK50,40.64374103,-73.89914069
462488,679912,32,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72835365,-73.82361449
462516,674986,18,Good,,11364,Queens,23,Oakland Gardens,QN42,40.73522916,-73.76081226
462517,653126,23,Good,,11413,Queens,31,Springfield Gardens South-Brookville,QN03,40.6633064,-73.76390645
462519,670399,9,Good,,11354,Queens,19,College Point,QN23,40.77398781,-73.83787556
462520,653544,29,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.71708661,-73.81962328
462521,667891,7,Good,,11434,Queens,31,Springfield Gardens South-Brookville,QN03,40.66501201,-73.77182345
462522,653737,37,Good,,11357,Queens,19,Whitestone,QN49,40.78246629,-73.80418688
462523,670231,46,Good,,11358,Queens,20,East Flushing,QN52,40.75624201,-73.80083912
462526,672696,25,Good,,11418,Queens,29,Richmond Hill,QN54,40.7031338,-73.8364173
462527,644327,2,Good,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75965097,-73.72864658
462528,656366,24,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.71839995,-73.81764811
462530,664590,20,Fair,,11379,Queens,30,Middle Village,QN21,40.7211234,-73.88704692
462531,667923,3,Poor,1or2,11219,Brooklyn,44,Borough Park,BK88,40.63168621,-73.99210527
462534,664154,2,Fair,1or2,11233,Brooklyn,36,Stuyvesant Heights,BK35,40.68181204,-73.93623733
462555,665920,32,Good,,11433,Queens,27,South Jamaica,QN01,40.69564076,-73.77989931
462556,684436,28,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77566865,-73.79878975
462557,684438,32,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77550524,-73.79864037
462558,661538,18,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.74908316,-73.76709619
462559,683332,1,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.75018981,-73.76643636
462560,648561,33,Good,,11364,Queens,23,Oakland Gardens,QN42,40.73900234,-73.76393961
462567,666107,7,Good,,11435,Queens,24,Jamaica,QN61,40.7020617,-73.80685587
462568,684440,22,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77532573,-73.79847604
462569,662465,23,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.78432322,-73.79492307
462570,662663,14,Fair,,11219,Brooklyn,44,Borough Park,BK88,40.63395913,-73.98271231
462571,655513,22,Good,,11203,Brooklyn,41,Prospect Lefferts Gardens-Wingate,BK60,40.66149838,-73.94049331
462572,682049,13,Fair,,11435,Queens,24,Jamaica,QN61,40.70538947,-73.8060631
462573,659621,24,Good,,11358,Queens,19,Auburndale,QN48,40.76120681,-73.78521606
462596,680207,23,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72373985,-73.81850321
462597,649948,4,Good,,11355,Queens,20,East Flushing,QN52,40.75072499,-73.8154252
462598,659626,32,Good,,11358,Queens,19,Auburndale,QN48,40.76077404,-73.78506211
462599,665867,20,Fair,,11102,Queens,22,Old Astoria,QN71,40.77158226,-73.93418231
462600,689167,9,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73059276,-73.75124859
462601,663738,45,Good,,11355,Queens,20,East Flushing,QN52,40.75565529,-73.81149641
462602,665871,24,Good,,11102,Queens,22,Old Astoria,QN71,40.77187936,-73.93403066
462603,670602,19,Good,,11358,Queens,19,Murray Hill,QN51,40.75891598,-73.79657176
462604,675282,26,Good,,11378,Queens,30,Maspeth,QN30,40.73123889,-73.89239079
462606,666156,10,Good,,11435,Queens,24,Jamaica,QN61,40.70303666,-73.80773606
462608,650080,15,Good,,11416,Queens,32,Woodhaven,QN53,40.68523964,-73.84281016
462610,665020,17,Good,,11378,Queens,30,Maspeth,QN30,40.72952041,-73.89815154
462611,663833,16,Good,,11214,Brooklyn,47,Bensonhurst West,BK28,40.60859994,-74.00085427
462614,680213,23,Fair,,11367,Queens,24,Kew Gardens Hills,QN37,40.72345894,-73.81945045
462615,640884,18,Poor,,11419,Queens,28,Richmond Hill,QN54,40.69069317,-73.82361291
462616,659625,26,Good,,11358,Queens,19,Auburndale,QN48,40.76085204,-73.78509125
462619,663737,25,Good,1or2,11355,Queens,20,East Flushing,QN52,40.75561543,-73.81164327
462620,680451,24,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72498993,-73.81936612
462621,664639,28,Good,,11379,Queens,30,Middle Village,QN21,40.72038111,-73.88769585
462622,687435,16,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71125077,-73.80900532
462623,661040,23,Good,,11363,Queens,19,Douglas Manor-Douglaston-Little Neck,QN45,40.76865401,-73.74637277
462624,662165,22,Good,,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67456011,-74.00588293
462625,665945,21,Good,,11433,Queens,27,South Jamaica,QN01,40.69597545,-73.78121782
462626,679917,19,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72854163,-73.82298357
462628,681060,34,Good,,11367,Queens,24,Queensboro Hill,QN62,40.73864244,-73.82503713
462844,670408,10,Good,,11354,Queens,19,College Point,QN23,40.7733407,-73.8375363
462845,643225,2,Good,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75909073,-73.72830049
462847,659526,11,Fair,,11358,Queens,19,Auburndale,QN48,40.76583184,-73.78958411
462848,682740,4,Good,1or2,11357,Queens,19,Whitestone,QN49,40.78218292,-73.81591685
462849,670347,9,Good,,11357,Queens,19,Whitestone,QN49,40.79045981,-73.82654677
462850,668793,18,Good,,11436,Queens,28,Baisley Park,QN76,40.66760336,-73.79705319
462958,662774,29,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77554613,-73.79903301
462965,682547,31,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74222824,-73.76408694
462968,679539,26,Good,,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.68781467,-73.92963807
462969,667739,33,Good,,11378,Queens,30,Maspeth,QN30,40.73030782,-73.89578515
462971,665081,18,Fair,,11378,Queens,30,Maspeth,QN30,40.72690735,-73.89531754
462972,680450,20,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72501075,-73.81929625
462973,670404,10,Good,,11354,Queens,19,College Point,QN23,40.77369052,-73.8377197
462974,662166,25,Fair,,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67445965,-74.00592485
462978,689312,13,Good,,11236,Brooklyn,45,Rugby-Remsen Village,BK96,40.64800611,-73.91956315
462982,634009,34,Good,,11370,Queens,22,Jackson Heights,QN28,40.7655628,-73.8890165
462983,665111,16,Fair,,11433,Queens,27,South Jamaica,QN01,40.69660962,-73.78374382
462984,680305,14,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72378982,-73.81870094
462985,668438,7,Good,1or2,11228,Brooklyn,43,Bensonhurst West,BK28,40.61411364,-74.00926716
462986,659513,18,Good,,11358,Queens,19,Auburndale,QN48,40.76449046,-73.78869696
462987,687740,3,Good,1or2,11378,Queens,30,Maspeth,QN30,40.72787815,-73.89071024
462988,686790,32,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71301882,-73.7979225
463009,689206,9,Fair,,11236,Brooklyn,42,Rugby-Remsen Village,BK96,40.65338775,-73.91046909
463010,687595,33,Good,1or2,11355,Queens,20,Murray Hill,QN51,40.75988965,-73.81709524
463011,646790,30,Good,,11416,Queens,32,Woodhaven,QN53,40.68504139,-73.85924824
463012,694472,2,Good,1or2,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65715412,-73.91591133
463013,659519,20,Fair,,11358,Queens,19,Auburndale,QN48,40.76508211,-73.78912012
463037,670346,13,Good,,11357,Queens,19,Whitestone,QN49,40.79039169,-73.82652132
463038,670507,45,Good,,11357,Queens,19,Whitestone,QN49,40.78777639,-73.82446502
463039,663730,20,Fair,,11385,Queens,30,Glendale,QN19,40.70238557,-73.85506035
463050,653138,32,Good,,11413,Queens,31,Springfield Gardens South-Brookville,QN03,40.66263345,-73.76419593
463052,665874,9,Good,,11102,Queens,22,Old Astoria,QN71,40.77202738,-73.93381025
463148,675440,18,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61407417,-73.93982573
463151,692376,15,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71214967,-73.80378161
463152,689757,16,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77527389,-73.78601517
463155,679997,4,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72783048,-73.82313944
463156,632510,24,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75627262,-73.72544477
463157,689800,14,Poor,,11236,Brooklyn,46,Canarsie,BK50,40.63911414,-73.91922113
463158,693376,25,Good,,11236,Brooklyn,45,Rugby-Remsen Village,BK96,40.64716268,-73.91879008
463159,694507,31,Good,,11433,Queens,27,South Jamaica,QN01,40.69684315,-73.78091679
463160,658205,20,Good,,10309,Staten Island,51,Rossville-Woodrow,SI32,40.53169012,-74.19958307
463163,682468,21,Good,,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.74130255,-73.77495071
463164,682470,27,Fair,,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.74087594,-73.77475134
463165,692494,31,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71529071,-73.80053323
463166,665371,7,Good,,11433,Queens,27,South Jamaica,QN01,40.69904403,-73.78438815
463167,632515,33,Good,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75657747,-73.72402734
463168,694283,15,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65607757,-73.91499745
463170,692194,18,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7190445,-73.81254286
463171,686695,2,Poor,,10303,Staten Island,49,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,40.63824441,-74.14430915
463172,686697,3,Poor,,10303,Staten Island,49,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,40.63834197,-74.14411091
463173,694202,2,Good,1or2,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65675166,-73.91506943
463174,662231,38,Good,,11358,Queens,19,Murray Hill,QN51,40.7685168,-73.80469319
463175,680175,3,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72303456,-73.81865705
463177,686791,31,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71305961,-73.79778158
463178,675295,26,Good,1or2,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61408912,-73.94000164
463182,692457,7,Fair,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71535443,-73.8008518
463183,661859,43,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74576421,-73.75365773
463184,687345,7,Good,,11234,Brooklyn,46,Flatlands,BK58,40.62930779,-73.92018441
463186,632704,22,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75673722,-73.73287894
463187,689978,31,Good,,11358,Queens,19,Murray Hill,QN51,40.77157975,-73.79439692
463189,680210,26,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72360598,-73.81895465
463190,680214,22,Good,1or2,11367,Queens,24,Kew Gardens Hills,QN37,40.72340431,-73.81963465
463191,692480,17,Fair,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71580285,-73.79874272
463193,692280,31,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.71267084,-73.81144446
463194,692461,26,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71546511,-73.8001069
463195,648843,16,Good,,11365,Queens,24,Fresh Meadows-Utopia,QN41,40.73894343,-73.78887969
463196,660575,21,Fair,,11358,Queens,19,Auburndale,QN48,40.75937045,-73.78983953
463197,632514,27,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75646415,-73.72455423
463198,691695,19,Good,,11354,Queens,20,Murray Hill,QN51,40.7631109,-73.82144417
463199,694284,11,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65601285,-73.9150955
463200,692193,21,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.71901593,-73.81264513
463227,687442,20,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71060781,-73.80883629
463228,670612,35,Good,,11357,Queens,19,Whitestone,QN49,40.78593582,-73.82709138
463229,652846,13,Good,,11413,Queens,31,Springfield Gardens South-Brookville,QN03,40.66029206,-73.7641113
463230,643221,2,Fair,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75767113,-73.7277724
463231,680586,28,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72520264,-73.82080561
463232,687592,24,Good,,11355,Queens,20,Murray Hill,QN51,40.76008793,-73.81635356
463233,694226,14,Fair,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65652063,-73.91431073
463234,694476,2,Good,,11212,Brooklyn,42,Rugby-Remsen Village,BK96,40.65638667,-73.91504349
463235,661287,31,Good,,11363,Queens,19,Douglas Manor-Douglaston-Little Neck,QN45,40.76748746,-73.74659305
463236,693539,3,Good,,11236,Brooklyn,45,Rugby-Remsen Village,BK96,40.64757675,-73.9180199
463237,668790,15,Good,,11436,Queens,28,Baisley Park,QN76,40.66723172,-73.79704976
463238,632508,20,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75620568,-73.72575597
463279,648432,35,Good,,11358,Queens,20,Auburndale,QN48,40.75098804,-73.79463554
463280,670596,27,Good,,11358,Queens,19,Murray Hill,QN51,40.75982475,-73.79644684
463281,680302,23,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.7236622,-73.81912769
463283,670410,11,Good,,11354,Queens,19,College Point,QN23,40.77311633,-73.83741867
463284,689511,7,Good,,11207,Brooklyn,37,Bushwick North,BK77,40.69019595,-73.90386993
463285,682577,19,Good,,11358,Queens,19,Murray Hill,QN51,40.75951129,-73.79554611
463286,687089,13,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70999934,-73.80594957
463287,673485,39,Good,1or2,11378,Queens,30,Maspeth,QN30,40.73266694,-73.89299244
463288,680306,28,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72385429,-73.81848538
463290,684400,27,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77593317,-73.79830634
463291,691551,36,Good,,11421,Queens,30,Woodhaven,QN53,40.6839344,-73.86414312
463292,632703,31,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75669826,-73.7330116
463345,695001,28,Good,,11357,Queens,19,Murray Hill,QN51,40.7790678,-73.82343532
463363,662167,22,Good,,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67435763,-74.00596742
463364,643222,3,Good,1or2,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.7581703,-73.72795809
463365,689209,11,Good,,11236,Brooklyn,45,Rugby-Remsen Village,BK96,40.64958419,-73.92009331
463366,666154,11,Good,,11435,Queens,24,Jamaica,QN61,40.70299214,-73.80815308
463367,680181,18,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72951526,-73.82087844
463368,646791,23,Fair,,11416,Queens,32,Woodhaven,QN53,40.68499565,-73.8594117
463370,659593,14,Good,1or2,11358,Queens,19,Auburndale,QN48,40.76699415,-73.79056916
463371,692486,27,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71545547,-73.79949433
463374,653582,28,Good,,11377,Queens,30,Maspeth,QN30,40.73422704,-73.89754344
463375,682125,24,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.70643206,-73.80642217
463376,682894,25,Good,,11358,Queens,19,East Flushing,QN52,40.75403218,-73.79547409
463386,665944,22,Good,,11433,Queens,27,South Jamaica,QN01,40.69606894,-73.78128633
463387,665951,25,Good,,11433,Queens,27,South Jamaica,QN01,40.69540182,-73.78079746
463389,659592,15,Good,1or2,11358,Queens,19,Auburndale,QN48,40.76699954,-73.79065044
463392,670506,26,Fair,,11357,Queens,19,Whitestone,QN49,40.78792036,-73.82452478
463393,663729,8,Fair,,11385,Queens,30,Glendale,QN19,40.7021803,-73.85506538
463394,661221,16,Good,,11364,Queens,23,Bayside-Bayside Hills,QN46,40.74909867,-73.77326969
463395,682463,17,Good,,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.74217146,-73.77536575
463396,632509,24,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75624109,-73.72559134
463397,632506,28,Good,,11362,Queens,23,Douglas Manor-Douglaston-Little Neck,QN45,40.75613904,-73.72606578
463398,692487,27,Good,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.7154233,-73.799624
463399,680755,32,Fair,,11367,Queens,24,Kew Gardens Hills,QN37,40.72164099,-73.81901672
463401,653579,27,Good,,11377,Queens,30,Maspeth,QN30,40.73421997,-73.89721918
463429,684613,35,Good,,11355,Queens,20,East Flushing,QN52,40.74925541,-73.81557434
463430,684413,19,Good,,11357,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77475673,-73.7979823
463431,663689,25,Good,,11360,Queens,19,Ft. Totten-Bay Terrace-Clearview,QN47,40.77775919,-73.78743423
463432,683641,8,Good,3or4,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.70703186,-73.81070322
463433,670405,8,Good,,11354,Queens,19,College Point,QN23,40.77361607,-73.83768067
463435,676621,39,Good,,11234,Brooklyn,46,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,40.61279441,-73.92320693
463449,650033,30,Good,,11421,Queens,32,Woodhaven,QN53,40.69168343,-73.85077641
463450,661974,24,Good,,11358,Queens,19,Murray Hill,QN51,40.77227032,-73.79958797
463451,692858,33,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.73088391,-73.82293691
463452,680215,24,Fair,1or2,11367,Queens,24,Kew Gardens Hills,QN37,40.72336743,-73.81975902
463453,668792,14,Good,,11436,Queens,28,Baisley Park,QN76,40.66747957,-73.79705205
463454,682464,20,Good,1or2,11365,Queens,23,Fresh Meadows-Utopia,QN41,40.74209217,-73.77532825
463455,692485,25,Fair,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71553284,-73.79927195
463456,692456,7,Fair,1or2,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.7153357,-73.80097784
463457,692458,22,Poor,,11432,Queens,24,Briarwood-Jamaica Hills,QN35,40.71537316,-73.80072576
463458,677584,28,Good,,11379,Queens,30,Middle Village,QN21,40.70747567,-73.87752186
